typo;typo_min;typvoie;prevoie;nomvoie
VILLA DAUMESNIL;villa Daumesnil;villa;;Daumesnil
PLACE ALPHONSE HUMBERT;place Alphonse Humbert;place;;Alphonse Humbert
RUE DU DOCTEUR CHARLES RICHET;rue du Docteur Charles Richet;rue;du;Docteur Charles Richet
IMPASSE DELEPINE;impasse Delépine;impasse;;Delépine
RUE ALFRED DE VIGNY;rue Alfred de Vigny;rue;;Alfred de Vigny
RUE CLER;rue Cler;rue;;Cler
PLACE ALBERT KAHN;place Albert Kahn;place;;Albert Kahn
BOULEVARD DE DENAIN;boulevard de Denain;boulevard;de;Denain
VILLA CLAUDE LORRAIN;villa Claude Lorrain;villa;;Claude Lorrain
VILLA DES ARTS;villa des Arts;villa;des;Arts
RUE DU CHERCHE-MIDI;rue du Cherche-Midi;rue;du;Cherche-Midi
VILLA DESHAYES;villa Deshayes;villa;;Deshayes
VILLA COPERNIC;villa Copernic;villa;;Copernic
IMPASSE BAUDRICOURT;impasse Baudricourt;impasse;;Baudricourt
RUE CHARLES LEROY;rue Charles Leroy;rue;;Charles Leroy
PASSAGE DAUPHINE;passage Dauphine;passage;;Dauphine
SQUARE ADANSON;square Adanson;square;;Adanson
RUE DU CLOS FEUQUIERES;rue du Clos Feuquières;rue;du;Clos Feuquières
IMPASSE DANY;impasse Dany;impasse;;Dany
RUE DE CHEROY;rue de Chéroy;rue;de;Chéroy
RUE DE CHEVREUSE;rue de Chevreuse;rue;de;Chevreuse
RUE CHRISTIAN DEWET;rue Christian Dewet;rue;;Christian Dewet
RUE DU COLONEL MOLL;rue du Colonel Moll;rue;du;Colonel Moll
IMPASSE DES DEUX COUSINS;impasse des Deux Cousins;impasse;des;Deux Cousins
COUR BERARD;cour Bérard;cour;;Bérard
IMPASSE BON SECOURS;impasse Bon Secours;impasse;;Bon Secours
RUE CLAUDE FARRERE;rue Claude Farrère;rue;;Claude Farrère
RUE DES RENAUDES;rue Des Renaudes;rue;;Des Renaudes
IMPASSE CHANDON;impasse Chandon;impasse;;Chandon
RUE CROCE-SPINELLI;rue Crocé-Spinelli;rue;;Crocé-Spinelli
SQUARE DESNOUETTES;square Desnouettes;square;;Desnouettes
RUE DIEULAFOY;rue Dieulafoy;rue;;Dieulafoy
PLACE DE BOLIVIE;place de Bolivie;place;de;Bolivie
PASSAGE CHARLES ALBERT;passage Charles Albert;passage;;Charles Albert
AVENUE BUGEAUD;avenue Bugeaud;avenue;;Bugeaud
RUE CAMBON;rue Cambon;rue;;Cambon
RUE BENARD;rue Bénard;rue;;Bénard
RUE DAGORNO;rue Dagorno;rue;;Dagorno
RUE DE CONSTANTINOPLE;rue de Constantinople;rue;de;Constantinople
RUE CASTEX;rue Castex;rue;;Castex
PASSAGE DU BUREAU;passage du Bureau;passage;du;Bureau
RUE DU GENERAL LAMBERT;rue du Général Lambert;rue;du;Général Lambert
RUE DES GRANDS DEGRES;rue des Grands Degrés;rue;des;Grands Degrés
PASSAGE GOIX;passage Goix;passage;;Goix
RUE CHARDON-LAGACHE;rue Chardon-Lagache;rue;;Chardon-Lagache
RUE DES CAMELIAS;rue des Camélias;rue;des;Camélias
PASSAGE DES GRAVILLIERS;passage des Gravilliers;passage;des;Gravilliers
RUE DE BIEVRE;rue de Bièvre;rue;de;Bièvre
AVENUE DU GENERAL MICHEL BIZOT;avenue du Général Michel Bizot;avenue;du;Général Michel Bizot
RUE CARDAN;rue Cardan;rue;;Cardan
COUR DU CANTAL;cour du Cantal;cour;du;Cantal
ALLEE DU CAPITAINE DRONNE;allée du Capitaine Dronne;allée;du;Capitaine Dronne
PASSAGE BRADY;passage Brady;passage;;Brady
PLACE CAMILLE CLAUDEL;place Camille Claudel;place;;Camille Claudel
RUE HARPIGNIES;rue Harpignies;rue;;Harpignies
SQUARE DE LA BRESSE;square de la Bresse;square;de la;Bresse
RUE BICHAT;rue Bichat;rue;;Bichat
RUE CHARLES DIVRY;rue Charles Divry;rue;;Charles Divry
VOIE C/18;voie C/18;voie;;C/18
PLACE BZ/19;place BZ/19;place;;BZ/19
VOIE F/7;voie F/7;voie;;F/7
VOIE CH/15;voie CH/15;voie;;CH/15
RUE VERDERET;rue Verderet;rue;;Verderet
RUE DE L'YVETTE;rue de l'Yvette;rue;de l';Yvette
VOIE H/17;voie H/17;voie;;H/17
VOIE E/9;voie E/9;voie;;E/9
VOIE E/8;voie E/8;voie;;E/8
VOIE CF/15;voie CF/15;voie;;CF/15
VOIE AZ/14;voie AZ/14;voie;;AZ/14
VOIE G/15;voie G/15;voie;;G/15
VOIE G/17;voie G/17;voie;;G/17
VOIE D/12;voie D/12;voie;;D/12
RUE GEORGES THILL;rue Georges Thill;rue;;Georges Thill
RUE DU VOLGA;rue du Volga;rue;du;Volga
PASSAGE DE LA MAIN D'OR;passage de la Main d'Or;passage;de la;Main d'Or
RUE MIGNET;rue Mignet;rue;;Mignet
RUE MICHEL BREAL;rue Michel Bréal;rue;;Michel Bréal
PLACE DU MARCHE SAINT-HONORE;place du Marché Saint-Honoré;place;du;Marché Saint-Honoré
AVENUE DU MARECHAL FAYOLLE;avenue du Maréchal Fayolle;avenue;du;Maréchal Fayolle
RUE MEYNADIER;rue Meynadier;rue;;Meynadier
RUE DE LA MADONE;rue de la Madone;rue;de la;Madone
RUE LOUIS BOILLY;rue Louis Boilly;rue;;Louis Boilly
VOIE M/19;voie M/19;voie;;M/19
RUE VILLARET DE JOYEUSE;rue Villaret de Joyeuse;rue;;Villaret de Joyeuse
CHEMIN DE CEINTURE DU LAC INFERIEUR;chemin de Ceinture du Lac Inférieur;chemin;de;Ceinture du Lac Inférieur
RUE LEON DIERX;rue Léon Dierx;rue;;Léon Dierx
RUE DE JAVEL;rue de Javel;rue;de;Javel
RUE DE LA LANCETTE;rue de la Lancette;rue;de la;Lancette
RUE FORTUNY;rue Fortuny;rue;;Fortuny
RUE DES FOUGERES;rue des Fougères;rue;des;Fougères
RUE FENELON;rue Fénelon;rue;;Fénelon
RUE EURYALE DEHAYNIN;rue Euryale Dehaynin;rue;;Euryale Dehaynin
RUE QUINAULT;rue Quinault;rue;;Quinault
RUE SAULNIER;rue Saulnier;rue;;Saulnier
RUE DE RIVOLI;rue de Rivoli;rue;de;Rivoli
RUE DE LA REINE BLANCHE;rue de la Reine Blanche;rue;de la;Reine Blanche
AVENUE DE LA PORTE DE LA VILLETTE;avenue de la Porte de la Villette;avenue;de la;Porte de la Villette
PASSAGE DE LA REINE DE HONGRIE;passage de la Reine de Hongrie;passage;de la;Reine de Hongrie
BOULEVARD RASPAIL;boulevard Raspail;boulevard;;Raspail
IMPASSE DES PRIMEVERES;impasse des Primevères;impasse;des;Primevères
RUE ROBERT TURQUAN;rue Robert Turquan;rue;;Robert Turquan
RUE DE LA POTERNE DES PEUPLIERS;rue de la Poterne des Peupliers;rue;de la;Poterne des Peupliers
RUE POULLETIER;rue Poulletier;rue;;Poulletier
PASSAGE DE FLANDRE;passage de Flandre;passage;de;Flandre
RUE DES GLYCINES;rue des Glycines;rue;des;Glycines
RUE DE L'ESPERANCE;rue de l'Espérance;rue;de l';Espérance
VILLA DE FONTENAY;villa de Fontenay;villa;de;Fontenay
PLACE DE FINLANDE;place de Finlande;place;de;Finlande
AVENUE DORIAN;avenue Dorian;avenue;;Dorian
AVENUE FERDOUSI;avenue Ferdousi;avenue;;Ferdousi
RUE D'ECOSSE;rue d'Écosse;rue;d';Écosse
VILLA DE L'ERMITAGE;villa de l'Ermitage;villa;de l';Ermitage
VILLA DES HAUTS DE BELLEVILLE;villa des Hauts de Belleville;villa;des;Hauts de Belleville
PASSAGE HEBRARD;passage Hébrard;passage;;Hébrard
RUE FERDINAND FLOCON;rue Ferdinand Flocon;rue;;Ferdinand Flocon
RUE DES FERMIERS;rue des Fermiers;rue;des;Fermiers
SQUARE SERVAN;square Servan;square;;Servan
VILLA FAUCHEUR;villa Faucheur;villa;;Faucheur
RUE DE LA MONNAIE;rue de la Monnaie;rue;de la;Monnaie
RUE DUPUY DE LOME;rue Dupuy de Lôme;rue;;Dupuy de Lôme
VILLA DES LILAS;villa des Lilas;villa;des;Lilas
RUE JEAN FERRANDI;rue Jean Ferrandi;rue;;Jean Ferrandi
ALLEE DES EIDERS;allée des Eiders;allée;des;Eiders
BOULEVARD EMILE AUGIER;boulevard Émile Augier;boulevard;;Émile Augier
AVENUE DU SQUARE;avenue du Square;avenue;du;Square
CARREFOUR DE NORVEGE;carrefour de Norvège;carrefour;de;Norvège
VOIE BL/18;voie BL/18;voie;;BL/18
RUE SAINT-GUILLAUME;rue Saint-Guillaume;rue;;Saint-Guillaume
RUE VELPEAU;rue Velpeau;rue;;Velpeau
RUE TOURLAQUE;rue Tourlaque;rue;;Tourlaque
VOIE EC/20;voie EC/20;voie;;EC/20
IMPASSE VOLTAIRE;impasse Voltaire;impasse;;Voltaire
PORT DES SAINTS-PERES;port des Saints-Pères;port;des;Saints-Pères
VILLA SPONTINI;villa Spontini;villa;;Spontini
VOIE EL/20;voie EL/20;voie;;EL/20
RUE DE LA TOUR DES DAMES;rue de la Tour des Dames;rue;de la;Tour des Dames
RUE PILLET-WILL;rue Pillet-Will;rue;;Pillet-Will
COUR DU PANIER FLEURI;cour du Panier Fleuri;cour;du;Panier Fleuri
RUE ROGER BISSIERE;rue Roger Bissière;rue;;Roger Bissière
AVENUE DE LA PORTE DE PANTIN;avenue de la Porte de Pantin;avenue;de la;Porte de Pantin
RUE PIERRE DAC;rue Pierre Dac;rue;;Pierre Dac
SENTIER DE LA POINTE;sentier de la Pointe;sentier;de la;Pointe
RUE PAUL DUPUY;rue Paul Dupuy;rue;;Paul Dupuy
RUE PIERRE L'ERMITE;rue Pierre L'Ermite;rue;;Pierre L'Ermite
SQUARE PAUL PARAY;square Paul Paray;square;;Paul Paray
PLACE PIERRE BRISSON;place Pierre Brisson;place;;Pierre Brisson
RUE PERGOLESE;rue Pergolèse;rue;;Pergolèse
RUE DU PONT DE LODI;rue du Pont de Lodi;rue;du;Pont de Lodi
IMPASSE OUDINOT;impasse Oudinot;impasse;;Oudinot
PLACE LE CORBUSIER;place Le Corbusier;place;;Le Corbusier
IMPASSE RONSIN;impasse Ronsin;impasse;;Ronsin
RUE DU ROULE;rue du Roule;rue;du;Roule
PONT ROYAL;pont Royal;pont;;Royal
RUE KUSS;rue Küss;rue;;Küss
VILLA DU PROGRES;villa du Progrès;villa;du;Progrès
RUE DE LA RENAISSANCE;rue de la Renaissance;rue;de la;Renaissance
RUE JEAN CALVIN;rue Jean Calvin;rue;;Jean Calvin
RUE RENE BAZIN;rue René Bazin;rue;;René Bazin
VILLA SADI CARNOT;villa Sadi Carnot;villa;;Sadi Carnot
RUE PERIGNON;rue Pérignon;rue;;Pérignon
PASSAGE DU ROI D'ALGER;passage du Roi d'Alger;passage;du;Roi d'Alger
RUE DE MARTIGNAC;rue de Martignac;rue;de;Martignac
RUE MIGUEL HIDALGO;rue Miguel Hidalgo;rue;;Miguel Hidalgo
RUE MARINONI;rue Marinoni;rue;;Marinoni
RUE ROGER VERLOMME;rue Roger Verlomme;rue;;Roger Verlomme
AVENUE DE LA PORTE DE CLIGNANCOURT;avenue de la Porte de Clignancourt;avenue;de la;Porte de Clignancourt
RUE MARIOTTE;rue Mariotte;rue;;Mariotte
PLACE PAUL VERLAINE;place Paul Verlaine;place;;Paul Verlaine
QUAI DE METZ;quai de Metz;quai;de;Metz
RUE PIERRE-JEAN JOUVE;rue Pierre-Jean Jouve;rue;;Pierre-Jean Jouve
IMPASSE DU MOULIN VERT;impasse du Moulin Vert;impasse;du;Moulin Vert
RUE OLIVIER DE SERRES;rue Olivier de Serres;rue;;Olivier de Serres
RUE DE PLAISANCE;rue de Plaisance;rue;de;Plaisance
RUE DU PETIT MUSC;rue du Petit Musc;rue;du;Petit Musc
SQUARE DES PEUPLIERS;square des Peupliers;square;des;Peupliers
CITE NOEL;cité Noël;cité;;Noël
VILLA PERREUR;villa Perreur;villa;;Perreur
RUE PAUL CRAMPEL;rue Paul Crampel;rue;;Paul Crampel
RUE DE L'ORATOIRE;rue de l'Oratoire;rue;de l';Oratoire
ROUTE DE LA DEMI LUNE;route de la Demi Lune;route;de la;Demi Lune
AVENUE PHILIPPE-AUGUSTE;avenue Philippe-Auguste;avenue;;Philippe-Auguste
COUR DU PONANT;cour du Ponant;cour;du;Ponant
RUE DE LA POINTE D'IVRY;rue de la Pointe d'Ivry;rue;de la;Pointe d'Ivry
RUE DE SIAM;rue de Siam;rue;de;Siam
RUE DES NONNAINS D'HYERES;rue des Nonnains d'Hyères;rue;des;Nonnains d'Hyères
RUE NOTRE-DAME DES CHAMPS;rue Notre-Dame des Champs;rue;;Notre-Dame des Champs
RUE PIXERECOURT;rue Pixérécourt;rue;;Pixérécourt
CARREFOUR DE LA CONSERVATION;carrefour de la Conservation;carrefour;de la;Conservation
AVENUE DES CANADIENS;avenue des Canadiens;avenue;des;Canadiens
RUE PHILIPPE DE GIRARD;rue Philippe de Girard;rue;;Philippe de Girard
RUE DES LONGUES RAIES;rue des Longues Raies;rue;des;Longues Raies
RUE DES JUGES CONSULS;rue des Juges Consuls;rue;des;Juges Consuls
RUE LEON-MAURICE NORDMANN;rue Léon-Maurice Nordmann;rue;;Léon-Maurice Nordmann
AVENUE DE LAMBALLE;avenue de Lamballe;avenue;de;Lamballe
VILLA LA FRESNAYE;villa La Fresnaye;villa;;La Fresnaye
QUAI DU LOUVRE;quai du Louvre;quai;du;Louvre
RUE VESALE;rue Vésale;rue;;Vésale
PERISTYLE DE JOINVILLE;péristyle de Joinville;péristyle;de;Joinville
RUE LEON CLADEL;rue Léon Cladel;rue;;Léon Cladel
PASSAGE JAILLOT;passage Jaillot;passage;;Jaillot
PLACE JOFFRE;place Joffre;place;;Joffre
PLACE GAMBETTA;place Gambetta;place;;Gambetta
AVENUE HENRI MARTIN;avenue Henri Martin;avenue;;Henri Martin
RUE HENRI CHEVREAU;rue Henri Chevreau;rue;;Henri Chevreau
RUE GEORGES BIZET;rue Georges Bizet;rue;;Georges Bizet
RUE GASNIER-GUY;rue Gasnier-Guy;rue;;Gasnier-Guy
RUE JACQUES BINGEN;rue Jacques Bingen;rue;;Jacques Bingen
RUE DU GRENIER SAINT-LAZARE;rue du Grenier Saint-Lazare;rue;du;Grenier Saint-Lazare
RUE DE LA GUADELOUPE;rue de la Guadeloupe;rue;de la;Guadeloupe
RUE GIFFARD;rue Giffard;rue;;Giffard
RUELLE DES HEBRARD;ruelle des Hébrard;ruelle;des;Hébrard
ALLEE GEORGES BESSE;allée Georges Besse;allée;;Georges Besse
IMPASSE HAXO;impasse Haxo;impasse;;Haxo
RUE GERARD;rue Gérard;rue;;Gérard
CHAUSSEE DE LA MUETTE;chaussée de la Muette;chaussée;de la;Muette
PLACE MAURICE DE FONTENAY;place Maurice de Fontenay;place;;Maurice de Fontenay
RUE GERBERT;rue Gerbert;rue;;Gerbert
AVENUE MAURICE D'OCAGNE;avenue Maurice d'Ocagne;avenue;;Maurice d'Ocagne
SQUARE MASSENA;square Masséna;square;;Masséna
SQUARE MALHERBE;square Malherbe;square;;Malherbe
ALLEE MARIE LAURENT;allée Marie Laurent;allée;;Marie Laurent
PASSAGE LEGENDRE;passage Legendre;passage;;Legendre
RUE LEGOUVE;rue Legouvé;rue;;Legouvé
RUE MATHIS;rue Mathis;rue;;Mathis
RUE MAX ERNST;rue Max Ernst;rue;;Max Ernst
RUE LOUISE HERVIEU;rue Louise Hervieu;rue;;Louise Hervieu
RUE BESSIE COLEMAN;rue Bessie Coleman;rue;;Bessie Coleman
RUE DES TERNES;rue des Ternes;rue;des;Ternes
VOIE AQ/17;voie AQ/17;voie;;AQ/17
RUE COLETTE MAGNY;rue Colette Magny;rue;;Colette Magny
PROMENADE MARCEL CARNE;promenade Marcel Carné;promenade;;Marcel Carné
VOIE CW/15;voie CW/15;voie;;CW/15
IMPASSE DU TERTRE;impasse du Tertre;impasse;du;Tertre
PASSAGE DE THIONVILLE;passage de Thionville;passage;de;Thionville
ROUTE BRULEE;route Brûlée;route;;Brûlée
RUE TESSON;rue Tesson;rue;;Tesson
PASSAGE DE LA TRINITE;passage de la Trinité;passage;de la;Trinité
PARVIS ROSA PARKS;parvis Rosa Parks;parvis;;Rosa Parks
ALLEE DU CHATEAU OUVRIER;allée du Château Ouvrier;allée;du;Château Ouvrier
VILLA THEODORE DECK;villa Théodore Deck;villa;;Théodore Deck
RUE SUZANNE MASSON;rue Suzanne Masson;rue;;Suzanne Masson
PLACE ANDRE BRETON;place André Breton;place;;André Breton
RUE TOUSSAINT LOUVERTURE;rue Toussaint Louverture;rue;;Toussaint Louverture
VOIE ALPHONSE LOUBAT;voie Alphonse Loubat;voie;;Alphonse Loubat
RUE GEORGES PICQUART;rue Georges Picquart;rue;;Georges Picquart
PERISTYLE DE VALOIS;péristyle de Valois;péristyle;de;Valois
VILLA DES 3 COURONNES;villa des 3 Couronnes;villa;des;3 Couronnes
QUAI SAINT-EXUPERY;quai Saint-Exupéry;quai;;Saint-Exupéry
RUE MADO MAURIN;rue Mado Maurin;rue;;Mado Maurin
SQUARE DU VAR;square du Var;square;du;Var
RUE TRUFFAUT;rue Truffaut;rue;;Truffaut
CITE VANEAU;cité Vaneau;cité;;Vaneau
RUE GUSTAVE ET MARTIAL CAILLEBOTTE;rue Gustave et Martial Caillebotte;rue;;Gustave et Martial Caillebotte
RUE DES TROIS PORTES;rue des Trois Portes;rue;des;Trois Portes
IMPASSE DES TROIS SOEURS;impasse des Trois Soeurs;impasse;des;Trois Soeurs
RUE DE THIONVILLE;rue de Thionville;rue;de;Thionville
ALLEE ISADORA DUNCAN;allée Isadora Duncan;allée;;Isadora Duncan
PLACE SAINT-SULPICE;place Saint-Sulpice;place;;Saint-Sulpice
PLACE MARCEL PAUL;place Marcel Paul;place;;Marcel Paul
PLACE BENJAMIN FONDANE;place Benjamin Fondane;place;;Benjamin Fondane
PLACE FLORA TRISTAN;place Flora Tristan;place;;Flora Tristan
PLACE PAUL DELOUVRIER;place Paul Delouvrier;place;;Paul Delouvrier
PLACE EDITH THOMAS;place Edith Thomas;place;;Edith Thomas
RUE DE L'AUBRAC;rue de l'Aubrac;rue;de l';Aubrac
PASSAGE SAINTE-ANNE POPINCOURT;passage Sainte-Anne Popincourt;passage;;Sainte-Anne Popincourt
PLACE OUSMANE SOW;place Ousmane Sow;place;;Ousmane Sow
RUE ANDRE DUBOIS;rue André Dubois;rue;;André Dubois
RUE ALAIN CHARTIER;rue Alain Chartier;rue;;Alain Chartier
PLACE JACQUES DEMY;place Jacques Demy;place;;Jacques Demy
PLACE MIREILLE;place Mireille;place;;Mireille
RUE PIERRE FONTAINE;rue Pierre Fontaine;rue;;Pierre Fontaine
RUE DE TILSITT;rue de Tilsitt;rue;de;Tilsitt
RUE DES TENNIS;rue des Tennis;rue;des;Tennis
TERRASSE DU COMMANDANT JACQUES BLASQUEZ;terrasse du Commandant Jacques Blasquez;terrasse;du;Commandant Jacques Blasquez
RUE STEPHANE GRAPPELLI;rue Stéphane Grappelli;rue;;Stéphane Grappelli
RUE D'ANTIN;rue d'Antin;rue;d';Antin
PLACE MOHAMMED V;place Mohammed V;place;;Mohammed V
SQUARE ALBONI;square Alboni;square;;Alboni
RUE BARRELET DE RICOU;rue Barrelet de Ricou;rue;;Barrelet de Ricou
BOULEVARD ARAGO;boulevard Arago;boulevard;;Arago
VILLA DU VIEUX CHEMIN D'IVRY;villa du Vieux Chemin d'Ivry;villa;du;Vieux Chemin d'Ivry
BOULEVARD ANDRE MAUROIS;boulevard André Maurois;boulevard;;André Maurois
RUE DES ANNELETS;rue des Annelets;rue;des;Annelets
PLACE JULES RIMET;place Jules Rimet;place;;Jules Rimet
PLACE PIERRE RIBOULET;place Pierre Riboulet;place;;Pierre Riboulet
PLACE ALFRED SAUVY;place Alfred Sauvy;place;;Alfred Sauvy
RUE DE L'ABBE GILLET;rue de l'Abbé Gillet;rue;de l';Abbé Gillet
RUE BALNY D'AVRICOURT;rue Balny d'Avricourt;rue;;Balny d'Avricourt
RUE CLAVEL;rue Clavel;rue;;Clavel
RUE BAYARD;rue Bayard;rue;;Bayard
RUE BEAUREPAIRE;rue Beaurepaire;rue;;Beaurepaire
RUE DECRES;rue Decrès;rue;;Decrès
RUE AUGUSTE COMTE;rue Auguste Comte;rue;;Auguste Comte
RUE ALBERT DE LAPPARENT;rue Albert de Lapparent;rue;;Albert de Lapparent
RUE DU CLOITRE NOTRE-DAME;rue du Cloître Notre-Dame;rue;du;Cloître Notre-Dame
PASSAGE ALEXANDRINE;passage Alexandrine;passage;;Alexandrine
RUE COYSEVOX;rue Coysevox;rue;;Coysevox
IMPASSE DU CREDIT LYONNAIS;impasse du Crédit Lyonnais;impasse;du;Crédit Lyonnais
RUE CRESPIN DU GAST;rue Crespin du Gast;rue;;Crespin du Gast
RUE DE CHAZELLES;rue de Chazelles;rue;de;Chazelles
PASSAGE DOMBASLE;passage Dombasle;passage;;Dombasle
RUE CORVETTO;rue Corvetto;rue;;Corvetto
RUE CLOTILDE DE VAUX;rue Clotilde de Vaux;rue;;Clotilde de Vaux
RUE DE CLUNY;rue de Cluny;rue;de;Cluny
RUE COQUILLIERE;rue Coquillière;rue;;Coquillière
RUE DE L'AMIRAL LA RONCIERE LE NOURY;rue de l'Amiral La Roncière Le Noury;rue;de l';Amiral La Roncière Le Noury
RUE DE L'ABBE SOULANGE-BODIN;rue de l'Abbé Soulange-Bodin;rue;de l';Abbé Soulange-Bodin
RUE DE LA CLEF;rue de la Clef;rue;de la;Clef
AVENUE DE CLICHY;avenue de Clichy;avenue;de;Clichy
RUE CORTAMBERT;rue Cortambert;rue;;Cortambert
RUE CORTOT;rue Cortot;rue;;Cortot
RUE CHARLES LUIZET;rue Charles Luizet;rue;;Charles Luizet
RUE DE CIVRY;rue de Civry;rue;de;Civry
RUE DE LA CORREZE;rue de la Corrèze;rue;de la;Corrèze
IMPASSE CHAUSSON;impasse Chausson;impasse;;Chausson
RUE DU CHAROLAIS;rue du Charolais;rue;du;Charolais
SQUARE DES BOULEAUX;square des Bouleaux;square;des;Bouleaux
ALLEE BLAISE CENDRARS;allée Blaise Cendrars;allée;;Blaise Cendrars
RUE DE LA CROIX JARRY;rue de la Croix Jarry;rue;de la;Croix Jarry
RUE BUDE;rue Budé;rue;;Budé
RUE DE LA CROIX FAUBIN;rue de la Croix Faubin;rue;de la;Croix Faubin
RUE DALOU;rue Dalou;rue;;Dalou
PASSAGE DU COMMANDANT CHARLES MARTEL;passage du Commandant Charles Martel;passage;du;Commandant Charles Martel
RUE DESCARTES;rue Descartes;rue;;Descartes
RUE CALMELS PROLONGEE;rue Calmels Prolongée;rue;;Calmels Prolongée
BOULEVARD DAVOUT;boulevard Davout;boulevard;;Davout
RUE DAMREMONT;rue Damrémont;rue;;Damrémont
RUE DU DEPARTEMENT;rue du Département;rue;du;Département
RUE BOSQUET;rue Bosquet;rue;;Bosquet
RUE DU COLONEL MANHES;rue du Colonel Manhès;rue;du;Colonel Manhès
RUE CHENIER;rue Chénier;rue;;Chénier
RUE DU CHER;rue du Cher;rue;du;Cher
VILLA DU BORREGO;villa du Borrégo;villa;du;Borrégo
AVENUE CAFFIERI;avenue Caffieri;avenue;;Caffieri
RUE DES BONS VIVANTS;rue des Bons Vivants;rue;des;Bons Vivants
RUE DE LA CAVALERIE;rue de la Cavalerie;rue;de la;Cavalerie
IMPASSE CELS;impasse Cels;impasse;;Cels
RUE DU CARDINAL GUIBERT;rue du Cardinal Guibert;rue;du;Cardinal Guibert
RUE CHARLES BERTHEAU;rue Charles Bertheau;rue;;Charles Bertheau
RUE BOISSY D'ANGLAS;rue Boissy d'Anglas;rue;;Boissy d'Anglas
PASSAGE BOITON;passage Boiton;passage;;Boiton
RUE DE BELZUNCE;rue de Belzunce;rue;de;Belzunce
CITE BERGERE;cité Bergère;cité;;Bergère
RUE GOMBOUST;rue Gomboust;rue;;Gomboust
RUE BORIS VIAN;rue Boris Vian;rue;;Boris Vian
RUE DE BUCI;rue de Buci;rue;de;Buci
SQUARE BRIZEUX;square Brizeux;square;;Brizeux
RUE DU BUIS;rue du Buis;rue;du;Buis
RUE CELS;rue Cels;rue;;Cels
RUE CHASSELOUP-LAUBAT;rue Chasseloup-Laubat;rue;;Chasseloup-Laubat
RUE DE BERCY;rue de Bercy;rue;de;Bercy
RUE DES CARMES;rue des Carmes;rue;des;Carmes
PONT DE BIR-HAKEIM;pont de Bir-Hakeim;pont;de;Bir-Hakeim
VILLA GODIN;villa Godin;villa;;Godin
RUE DU CARDINAL DUBOIS;rue du Cardinal Dubois;rue;du;Cardinal Dubois
RUE BREGUET;rue Bréguet;rue;;Bréguet
RUE CAMILLE BOMBOIS;rue Camille Bombois;rue;;Camille Bombois
AVENUE BOUTROUX;avenue Boutroux;avenue;;Boutroux
PASSAGE BOURGOIN;passage Bourgoin;passage;;Bourgoin
GRAND BALCON;Grand Balcon;;;Grand Balcon
SQUARE CHARLES DICKENS;square Charles Dickens;square;;Charles Dickens
VOIE C/19;voie C/19;voie;;C/19
VOIE BS/16;voie BS/16;voie;;BS/16
VOIE F/14;voie F/14;voie;;F/14
VOIE H/8;voie H/8;voie;;H/8
VOIE CA/16;voie CA/16;voie;;CA/16
VOIE CA/15;voie CA/15;voie;;CA/15
VOIE L/16;voie L/16;voie;;L/16
AVENUE DE VILLIERS;avenue de Villiers;avenue;de;Villiers
RUE VILLEHARDOUIN;rue Villehardouin;rue;;Villehardouin
VOIE AT/19;voie AT/19;voie;;AT/19
RUE VITRUVE;rue Vitruve;rue;;Vitruve
VOIE CJ/20;voie CJ/20;voie;;CJ/20
VOIE AO/12;voie AO/12;voie;;AO/12
ROUTE DE LA FERME;route de la Ferme;route;de la;Ferme
VOIE DS/13;voie DS/13;voie;;DS/13
VOIE DA/12;voie DA/12;voie;;DA/12
VOIE CW/12;voie CW/12;voie;;CW/12
AVENUE DE VILLARS;avenue de Villars;avenue;de;Villars
RUE DES VIGNES;rue des Vignes;rue;des;Vignes
VOIE B/14;voie B/14;voie;;B/14
GALERIE VIVIENNE;galerie Vivienne;galerie;;Vivienne
RUE LUCIEN ET SACHA GUITRY;rue Lucien et Sacha Guitry;rue;;Lucien et Sacha Guitry
RUE MARIE-DAVY;rue Marié-Davy;rue;;Marié-Davy
RUE MAGELLAN;rue Magellan;rue;;Magellan
RUE MONTERA;rue Montéra;rue;;Montéra
AVENUE DE LOWENDAL;avenue de Lowendal;avenue;de;Lowendal
RUE DE MONT-LOUIS;rue de Mont-Louis;rue;de;Mont-Louis
VOIE BL/16;voie BL/16;voie;;BL/16
CITE DUPETIT-THOUARS;cité Dupetit-Thouars;cité;;Dupetit-Thouars
ALLEE VERHAEREN;allée Verhaeren;allée;;Verhaeren
RUE JEAN-PIERRE TIMBAUD;rue Jean-Pierre Timbaud;rue;;Jean-Pierre Timbaud
PLACE LEON DEUBEL;place Léon Deubel;place;;Léon Deubel
AVENUE DE LA MOTTE-PICQUET;avenue de La Motte-Picquet;avenue;de;La Motte-Picquet
CITE LEMERCIER;cité Lemercier;cité;;Lemercier
RUE LANTIEZ;rue Lantiez;rue;;Lantiez
AVENUE DE LA PORTE D'AUTEUIL;avenue de la Porte d'Auteuil;avenue;de la;Porte d'Auteuil
RUE FESSART;rue Fessart;rue;;Fessart
RUE DE LA FOLIE-MERICOURT;rue de la Folie-Méricourt;rue;de la;Folie-Méricourt
RUE GABY SYLVIA;rue Gaby Sylvia;rue;;Gaby Sylvia
BOULEVARD DU FORT DE VAUX;boulevard du Fort de Vaux;boulevard;du;Fort de Vaux
RUE FRANCIS DE MIOMANDRE;rue Francis de Miomandre;rue;;Francis de Miomandre
