typo;typo_min;typvoie;prevoie;nomvoie;dico
QUAI DE LA RAPEE;quai de la rapée;quai;de la;Rapée;1844_PARIS
CHEMIN DE RONDE DE LA BARRIERE DES RATS;chemin de ronde de la barrière des rats;chemin;de;ronde de la barrière des Rats;1844_PARIS
RUE DES RATS;rue des rats;rue;des;Rats;1844_PARIS
RUE DE LA REALE;rue de la réale;rue;de la;Réale;1844_PARIS
RUE DES RECOLLETS;rue des récollets;rue;des;Récollets;1844_PARIS
RUE DE LA REINE-BLANCHE;rue de la reine-blanche;rue;de la;Reine-Blanche;1844_PARIS
RUE DE LA REINIE;rue de la reinie;rue;de la;Reinie;1844_PARIS
RUE BASSE-DU-REMPART;rue basse-du-rempart;rue;;Basse-du-Rempart;1844_PARIS
RUE DU REMPART;rue du rempart;rue;du;Rempart;1844_PARIS
PASSAGE DU RENARD;passage du renard;passage;du;Renard;1844_PARIS
RUE DU RENARD-SAINT-MERRI;rue du renard-saint-merri;rue;du;Renard-Saint-Merri;1844_PARIS
RUE DU RENARD-SAINT-SAUVEUR;rue du renard-saint-sauveur;rue;du;Renard-Saint-Sauveur;1844_PARIS
RUE RENAUD-LE-FEVRE;rue renaud-le-fèvre;rue;;Renaud-le-Fèvre;1844_PARIS
RUE DU PETIT-REPOSOIR;rue du petit-reposoir;rue;du;Petit-Reposoir;1844_PARIS
IMPASSE DES RESERVOIRS;impasse des réservoirs;impasse;des;Réservoirs;1844_PARIS
CHEMIN DE RONDE DE LA BARRIERE DE REUILLY;chemin de ronde de la barrière de reuilly;chemin;de;ronde de la barrière de Reuilly;1844_PARIS
IMPASSE DE REUILLY;impasse de reuilly;impasse;de;Reuilly;1844_PARIS
PASSAGE DE LA REUNION;passage de la réunion;passage;de la;Réunion;1844_PARIS
RUE RIBOUTTE;rue riboutté;rue;;Riboutté;1844_PARIS
PLACE DE RICHELIEU;place de richelieu;place;de;Richelieu;1844_PARIS
RUE NEUVE-DE-RICHELIEU;rue neuve-de-richelieu;rue;;Neuve-de-Richelieu;1844_PARIS
RUE RICHEPANCE;rue richepance;rue;;Richepance;1844_PARIS
CITE RIVERIN;cité riverin;cité;;Riverin;1844_PARIS
PLACE DE RIVOLI;place de rivoli;place;de;Rivoli;1844_PARIS
RUE JEAN-ROBERT;rue jean-robert;rue;;Jean-Robert;1844_PARIS
RUE NEUVE-SAINT-ROCH;rue neuve-saint-roch;rue;;Neuve-Saint-Roch;1844_PARIS
CHEMIN DE RONDE DE LA BARRIERE ROCHECHOUART;chemin de ronde de la barrière rochechouart;chemin;de;ronde de la barrière Rochechouart;1844_PARIS
RUE ROCHECHOUART;rue rochechouart;rue;;Rochechouart;1844_PARIS
CITE RODIER;cité rodier;cité;;Rodier;1844_PARIS
RUE ROHAN;rue rohan;rue;;Rohan;1844_PARIS
RUE DU JARDIN-DU-ROI;rue du jardin-du-roi;rue;du;Jardin-du-Roi;1844_PARIS
RUE DU ROI-DE-SICILE;rue du roi-de-sicile;rue;du;Roi-de-Sicile;1844_PARIS
RUE DU ROI-DORE;rue du roi-doré;rue;du;Roi-Doré;1844_PARIS
IMPASSE ROLLIN-PREND-GAGE;impasse rollin-prend-gage;impasse;;Rollin-Prend-Gage;1844_PARIS
IMPASSE DE ROME;impasse de rome;impasse;de;Rome;1844_PARIS
PASSAGE ET COUR DE ROME;passage et cour de rome;passage;;et cour de Rome;1844_PARIS
RUE DE ROQUEPINE;rue de roquepine;rue;de;Roquepine;1844_PARIS
RUE DES MURS-DE-LA-ROQUETTE;rue des murs-de-la-roquette;rue;des;Murs-de-la-Roquette;1844_PARIS
IMPASSE DE LA COUR DE ROUEN;impasse de la cour de rouen;impasse;de la;cour de Rouen;1844_PARIS
CHEMIN DE RONDE DE LA BARRIERE DU ROULE;chemin de ronde de la barrière du roule;chemin;de;ronde de la barrière du Roule;1844_PARIS
RUE DU FAUBOURG-DU-ROULE;rue du faubourg-du-roule;rue;du;Faubourg-du-Roule;1844_PARIS
RUE JEAN-JACQUES-ROUSSEAU;rue jean-jacques-rousseau;rue;;Jean-Jacques-Rousseau;1844_PARIS
RUE ROUSSELET-CHAMPS-ELYSEES;rue rousselet-champs-élysées;rue;;Rousselet-Champs-Élysées;1844_PARIS
RUE ROUSSELET-SAINT-GERMAIN;rue rousselet-saint-germain;rue;;Rousselet-Saint-Germain;1844_PARIS
PLACE ROYALE;place royale;place;;Royale;1844_PARIS
RUE ROYALE-DES-TUILERIES;rue royale-des-tuileries;rue;;Royale-des-Tuileries;1844_PARIS
RUE ROYALE-SAINT-ANTOINE;rue royale-saint-antoine;rue;;Royale-Saint-Antoine;1844_PARIS
RUE ROYALE-SAINT-MARTIN;rue royale-saint-martin;rue;;Royale-Saint-Martin;1844_PARIS
RUE DES ETROITES-RUELLES;rue des étroites-ruelles;rue;des;Étroites-Ruelles;1844_PARIS
RUE DE RUMFORD;rue de rumford;rue;de;Rumford;1844_PARIS
RUE DU DEMI-SAINT;rue du demi-saint;rue;du;Demi-Saint;1844_PARIS
RUE SAINTE-CROIX;rue sainte-croix;rue;;Sainte-Croix;1844_PARIS
IMPASSE DE SAINT-SABIN;impasse de saint-sabin;impasse;de;Saint-Sabin;1844_PARIS
RUE DE SAINT-SABIN;rue de saint-sabin;rue;de;Saint-Sabin;1844_PARIS
IMPASSE SALEMBRIERE;impasse salembrière;impasse;;Salembrière;1844_PARIS
RUE SALLE-AU-COMTE;rue salle-au-comte;rue;;Salle-au-Comte;1844_PARIS
IMPASSE SANDRIE;impasse sandrié;impasse;;Sandrié;1844_PARIS
PASSAGE SANDRIE;passage sandrié;passage;;Sandrié;1844_PARIS
RUE SANSON;rue sanson;rue;;Sanson;1844_PARIS
RUE DE LA SANTE;rue de la santé;rue;de la;Santé;1844_PARIS
RUE PIERRE-SARRAZIN;rue pierre-sarrazin;rue;;Pierre-Sarrazin;1844_PARIS
RUE SARTINE;rue sartine;rue;;Sartine;1844_PARIS
PASSAGE SAUCEDE;passage saucède;passage;;Saucède;1844_PARIS
PASSAGE SAULNIER;passage saulnier;passage;;Saulnier;1844_PARIS
PASSAGE DU SAUMON;passage du saumon;passage;du;Saumon;1844_PARIS
RUE DE LA SAUNERIE;rue de la saunerie;rue;de la;Saunerie;1844_PARIS
RUE NEUVE-SAINT-SAUVEUR;rue neuve-saint-sauveur;rue;;Neuve-Saint-Sauveur;1844_PARIS
RUE DE LA SAVONNERIE;rue de la savonnerie;rue;de la;Savonnerie;1844_PARIS
IMPASSE DE SAXE;impasse de saxe;impasse;de;Saxe;1844_PARIS
PLACE SCIPION;place scipion;place;;Scipion;1844_PARIS
IMPASSE SAINT-SEBASTIEN;impasse saint-sébastien;impasse;;Saint-Sébastien;1844_PARIS
RUE SAINT-SEBASTIEN;rue saint-sébastien;rue;;Saint-Sébastien;1844_PARIS
AVENUE DE SEGUR;avenue de ségur;avenue;de;Ségur;1844_PARIS
RUE DES PRETRES-SAINT-SEVERIN;rue des prêtres-saint-séverin;rue;des;Prêtres-Saint-Séverin;1844_PARIS
RUE SAINT-SEVERIN;rue saint-séverin;rue;;Saint-Séverin;1844_PARIS
CHEMIN DE RONDE DE LA BARRIERE DE SEVRES;chemin de ronde de la barrière de sèvres;chemin;de;ronde de la barrière de Sèvres;1844_PARIS
RUE DE SEVRES;rue de sèvres;rue;de;Sèvres;1844_PARIS
AVENUE SUFFREN;avenue suffren;avenue;;Suffren;1844_PARIS
RUE SIMON-LE-FRANC;rue simon-le-franc;rue;;Simon-le-Franc;1844_PARIS
RUE DES SINGES;rue des singes;rue;des;Singes;1844_PARIS
IMPASSE DES SOEURS;impasse des sœurs;impasse;des;Sœurs;1844_PARIS
COUR DES DEUX-SOEURS-FAUBOURG-MONTMARTRE;cour des deux-sœurs-faubourg-montmartre;cour;des;Deux-Sœurs-Faubourg-Montmartre;1844_PARIS
COUR DES DEUX-SOEURS-FAUBOURG-SAINT-ANTOINE;cour des deux-sœurs-faubourg-saint-antoine;cour;des;Deux-Sœurs-Faubourg-Saint-Antoine;1844_PARIS
PASSAGE DU SOLEIL-D'OR;passage du soleil-d'or;passage;du;Soleil-d' Or;1844_PARIS
RUE SOLY;rue soly;rue;;Soly;1844_PARIS
PLACE SORBONNE;place sorbonne;place;;Sorbonne;1844_PARIS
RUE SORBONNE;rue sorbonne;rue;;Sorbonne;1844_PARIS
RUE DE LA SOURDIERE;rue de la sourdière;rue;de la;Sourdière;1844_PARIS
IMPASSE SOURDIS;impasse sourdis;impasse;;Sourdis;1844_PARIS
RUE DE STOCKOLM;rue de stockolm;rue;de;Stockolm;1844_PARIS
RUE MARIE-STUART;rue marie-stuart;rue;;Marie-Stuart;1844_PARIS
RUE DE SURENE;rue de surêne;rue;de;Surêne;1844_PARIS
RUE DE LA TABLETTERIE;rue de la tabletterie;rue;de la;Tabletterie;1844_PARIS
RUE TAILLE-PAIN;rue taille-pain;rue;;Taille-Pain;1844_PARIS
RUE DE LA TANNERIE;rue de la tannerie;rue;de la;Tannerie;1844_PARIS
RUE DE LA VIEILLE-TANNERIE;rue de la vieille-tannerie;rue;de la;Vieille-Tannerie;1844_PARIS
RUE DES TEINTURIERS;rue des teinturiers;rue;des;Teinturiers;1844_PARIS
PLACE DE LA ROTONDE-DU-TEMPLE;place de la rotonde-du-temple;place;de la;Rotonde-du-Temple;1844_PARIS
RUE DES FOSSES-DU-TEMPLE;rue des fossés-du-temple;rue;des;Fossés-du-Temple;1844_PARIS
RUE DU FAUBOURG-DU-TEMPLE;rue du faubourg-du-temple;rue;du;Faubourg-du-Temple;1844_PARIS
RUE VIEILLE-DU-TEMPLE;rue vieille-du-temple;rue;;Vieille-du-Temple;1844_PARIS
RUE DES TERRES-FORTES;rue des terres-fortes;rue;des;Terres-Fortes;1844_PARIS
IMPASSE DE LA GROSSE-TETE;impasse de la grosse-tête;impasse;de la;Grosse-Tête;1844_PARIS
RUE THERESE;rue thérèse;rue;;Thérèse;1844_PARIS
RUE THEVENOT;rue thévenot;rue;;Thévenot;1844_PARIS
RUE THIBAULT-AUX-DEZ;rue thibault-aux-dez;rue;;Thibault-aux-Dez;1844_PARIS
PASSAGE THIERRE;passage thierré;passage;;Thierré;1844_PARIS
RUE THIROUX;rue thiroux;rue;;Thiroux;1844_PARIS
RUE DES FILLES-SAINT-THOMAS;rue des filles-saint-thomas;rue;des;Filles-Saint-Thomas;1844_PARIS
PLACE SAINT-THOMAS-D'AQUIN;place saint-thomas-d'aquin;place;;Saint-Thomas-d' Aquin;1844_PARIS
RUE SAINT-THOMAS-D'AQUIN;rue saint-thomas-d'aquin;rue;;Saint-Thomas-d' Aquin;1844_PARIS
RUE SAINT-THOMAS-D'ENFER;rue saint-thomas-d'enfer;rue;;Saint-Thomas-d' Enfer;1844_PARIS
RUE SAINT-THOMAS-DU-LOUVRE;rue saint-thomas-du-louvre;rue;;Saint-Thomas-du-Louvre;1844_PARIS
RUE TIRECHAPE;rue tirechape;rue;;Tirechape;1844_PARIS
RUE JEAN-TISON;rue jean-tison;rue;;Jean-Tison;1844_PARIS
PASSAGE DE TIVOLI;passage de tivoli;passage;de;Tivoli;1844_PARIS
RUE DE TIVOLI;rue de tivoli;rue;de;Tivoli;1844_PARIS
RUE DE LA TIXERANDERIE;rue de la tixéranderie;rue;de la;Tixéranderie;1844_PARIS
RUE DE LA TONNELLERIE;rue de la tonnellerie;rue;de la;Tonnellerie;1844_PARIS
RUE DE TOURAINE-AU-MARAIS;rue de touraine-au-marais;rue;de;Touraine-au-Marais;1844_PARIS
RUE DE TOURAINE-SAINT-GERMAIN;rue de touraine-saint-germain;rue;de;Touraine-Saint-Germain;1844_PARIS
RUE DE LA TOUR-D'AUVERGNE;rue de la tour-d'auvergne;rue;de la;Tour-d' Auvergne;1844_PARIS
RUE DE LA TOUR-DES-DAMES;rue de la tour-des-dames;rue;de la;Tour-des-Dames;1844_PARIS
RUE TRAINEE;rue traînée;rue;;Traînée;1844_PARIS
RUE TRANSNONNAIN;rue transnonnain;rue;;Transnonnain;1844_PARIS
RUE TRAVERSE;rue traverse;rue;;Traverse;1844_PARIS
RUE TRAVERSIERE;rue traversière;rue;;Traversière;1844_PARIS
RUE TRAVERSINE;rue traversine;rue;;Traversine;1844_PARIS
IMPASSE DE LA TREILLE;impasse de la treille;impasse;de la;Treille;1844_PARIS
PASSAGE DE LA TREILLE;passage de la treille;passage;de la;Treille;1844_PARIS
CITE DE TREVISE;cité de trévise;cité;de;Trévise;1844_PARIS
RUE DE TREVISE;rue de trévise;rue;de;Trévise;1844_PARIS
PASSAGES DE LA TRINITE;passages de la trinité;passage;;s de la Trinité;1844_PARIS
AVENUE DES TRIOMPHES;avenue des triomphes;avenue;des;Triomphes;1844_PARIS
RUE TRIPERET;rue triperet;rue;;Triperet;1844_PARIS
RUE DE LA TRIPERIE;rue de la triperie;rue;de la;Triperie;1844_PARIS
RUE TROGNON;rue trognon;rue;;Trognon;1844_PARIS
PLACE DU TRONE;place du trône;place;du;Trône;1844_PARIS
RUE DU TROU-A-SABLE;rue du trou-à-sable;rue;du;Trou-à-Sable;1844_PARIS
RUE TROUVEE;rue trouvée;rue;;Trouvée;1844_PARIS
RUE DE LA GRANDE-TRUANDERIE ;rue de la grande-truanderie ;rue;de la;Grande-Truanderie ;1844_PARIS
RUE DE LA PETITE-TRUANDERIE ;rue de la petite-truanderie ;rue;de la;Petite-Truanderie ;1844_PARIS
RUE TRUDON;rue trudon;rue;;Trudon;1844_PARIS
RUE DE LA TUERIE;rue de la tuerie;rue;de la;Tuerie;1844_PARIS
RUE DE L'UNIVERSITE;rue de l'université;rue;de l';Université;1844_PARIS
RUE BASSE-DES-URSINS;rue basse-des-ursins;rue;;Basse-des-Ursins;1844_PARIS
RUE DU MILIEU-DES-URSINS;rue du milieu-des-ursins;rue;du;Milieu-des-Ursins;1844_PARIS
RUE HAUTE-DES-URSINS;rue haute-des-ursins;rue;;Haute-des-Ursins;1844_PARIS
RUE DU VAL-DE-GRACE;rue du val-de-grâce;rue;du;Val-de-Grâce;1844_PARIS
RUE VALENCE;rue valence;rue;;Valence;1844_PARIS
RUE DE VALOIS-DU-ROULE;rue de valois-du-roule;rue;de;Valois-du-Roule;1844_PARIS
RUE DE VALOIS-PALAIS-ROYAL;rue de valois-palais-royal;rue;de;Valois-Palais-Royal;1844_PARIS
RUE DE VALOIS-SAINT-HONORE;rue de valois-saint-honoré;rue;de;Valois-Saint-Honoré;1844_PARIS
RUE DU VAL SAINTE-CATHERINE;rue du val sainte-catherine;rue;du;Val Sainte-Catherine;1844_PARIS
RUE VANNEAU;rue vanneau;rue;;Vanneau;1844_PARIS
RUE DE LA VANNERIE;rue de la vannerie;rue;de la;Vannerie;1844_PARIS
RUE VANNES;rue vannes;rue;;Vannes;1844_PARIS
RUE DE VARENNE HALLE-AU-BLE;rue de varenne halle-au-blé;rue;de;Varenne Halle-Au-Blé;1844_PARIS
PLACE DE VAUBAN;place de vauban;place;de;Vauban;1844_PARIS
PASSAGE VAUCANSON;passage vaucanson;passage;;Vaucanson;1844_PARIS
CHEMIN DE RONDE DE LA BARRIERE DE VAUGIRARD;chemin de ronde de la barrière de vaugirard;chemin;de;ronde de la barrière de Vaugirard;1844_PARIS
PLACE DE LA HALLE-AUX-VEAUX;place de la halle-aux-veaux;place;de la;Halle-aux-Veaux;1844_PARIS
RUE DE LA VIEILLE-PLACE-AUX-VEAUX;rue de la vieille-place-aux-veaux;rue;de la;Vieille-Place-aux-Veaux;1844_PARIS
RUE CLAUDE-VELLEFAUX;rue claude-vellefaux;rue;;Claude-Vellefaux;1844_PARIS
PASSAGE VENDOME;passage vendôme;passage;;Vendôme;1844_PARIS
PLACE VENDOME;place vendôme;place;;Vendôme;1844_PARIS
RUE VENDOME;rue vendôme;rue;;Vendôme;1844_PARIS
IMPASSE DE VENISE;impasse de venise;impasse;de;Venise;1844_PARIS
PASSAGE DE VENISE;passage de venise;passage;de;Venise;1844_PARIS
RUE VENTADOUR;rue ventadour;rue;;Ventadour;1844_PARIS
IMPASSE DES QUATRE-VENTS;impasse des quatre-vents;impasse;des;Quatre-Vents;1844_PARIS
RUE DES QUATRE-VENTS;rue des quatre-vents;rue;des;Quatre-Vents;1844_PARIS
RUE VERDELET;rue verdelet;rue;;Verdelet;1844_PARIS
PASSAGE VERO-DODAT;passage véro-dodat;passage;;Véro-Dodat;1844_PARIS
IMPASSE DE VERSAILLES;impasse de versailles;impasse;de;Versailles;1844_PARIS
RUE DE VERSAILLES;rue de versailles;rue;de;Versailles;1844_PARIS
RUE DU CHEMIN-DE-VERSAILLES;rue du chemin-de-versailles;rue;du;Chemin-de-Versailles;1844_PARIS
CHEMIN DE RONDE DE LA BARRIERE DES VERTUS;chemin de ronde de la barrière des vertus;chemin;de;ronde de la barrière des Vertus;1844_PARIS
ALLEE DES VEUVES;allée des veuves;allée;des;Veuves;1844_PARIS
RUE DE VIARME;rue de viarme;rue;de;Viarme;1844_PARIS
PLACE SAINT-VICTOR;place saint-victor;place;;Saint-Victor;1844_PARIS
RUE DES FOSSES-SAINT-VICTOR;rue des fossés-saint-victor;rue;des;Fossés-Saint-Victor;1844_PARIS
RUE DE LA VIERGE;rue de la vierge;rue;de la;Vierge;1844_PARIS
PASSAGE DU VIGAN;passage du vigan;passage;du;Vigan;1844_PARIS
IMPASSE DES VIGNES;impasse des vignes;impasse;des;Vignes;1844_PARIS
RUE DES VIGNES-A-CHAILLOT;rue des vignes-à-chaillot;rue;des;Vignes-à-Chaillot;1844_PARIS
RUE DES VIGNES DE L'HOPITAL;rue des vignes de l'hôpital;rue;des;Vignes de l' Hôpital;1844_PARIS
RUE DE VILLEJUIF;rue de villejuif;rue;de;Villejuif;1844_PARIS
RUE DE LA VILLE-L'EVEQUE;rue de la ville-l'évêque;rue;de la;Ville-l'Évêque;1844_PARIS
CHEMIN DE RONDE DE LA BARRIERE DE LA VILLETTE;chemin de ronde de la barrière de la villette;chemin;de;ronde de la barrière de la Villette;1844_PARIS
CHEMIN DE RONDE DE LA BARRIERE DE VINCENNES;chemin de ronde de la barrière de vincennes;chemin;de;ronde de la barrière de Vincennes;1844_PARIS
RUE SAINT-VINCENT-DE-PAUL;rue saint-vincent-de-paul;rue;;Saint-Vincent-de-Paul;1844_PARIS
PLACE DE VINTIMILLE;place de vintimille;place;de;Vintimille;1844_PARIS
PASSAGE VIOLET;passage violet;passage;;Violet;1844_PARIS
IMPASSE DES TROIS-VISAGES;impasse des trois-visages;impasse;des;Trois-Visages;1844_PARIS
PASSAGE VIVIENNE;passage vivienne;passage;;Vivienne;1844_PARIS
RUE DES SEPT-VOIES;rue des sept-voies;rue;des;Sept-Voies;1844_PARIS
IMPASSE DE LA VOIRIE;impasse de la voirie;impasse;de la;Voirie;1844_PARIS
QUAI DE VOLTAIRE;quai de voltaire;quai;de;Voltaire;1844_PARIS
RUE DE VOLTAIRE;rue de voltaire;rue;de;Voltaire;1844_PARIS
PASSAGE WASHINGTON;passage washington;passage;;Washington;1844_PARIS
CITE DU WAUXHALL;cité du wauxhall;cité;du;Wauxhall;1844_PARIS
RUE ZACHARIE;rue zacharie;rue;;Zacharie;1844_PARIS
PRISON DE L'ABBAYE;prison de l'abbaye;;;prison de l' Abbaye;1844_PARIS
PETITE RUE DES ACACIAS;petite rue des acacias;;;Petite rue des Acacias;1844_PARIS
HOSPICE DE L'ACCOUCHEMENT;hospice de l'accouchement;;;hospice de l' Accouchement;1844_PARIS
MINISTERE DES AFFAIRES ETRANGERES;ministère des affaires étrangères;;;ministère des Affaires Étrangères;1844_PARIS
D'AGUESSEAU;d'aguesseau;;;d' Aguesseau;1844_PARIS
BARRIERE DES AMANDIERS;barrière des amandiers;;;barrière des Amandiers;1844_PARIS
THEATRE DE L'AMBIGU-COMIQUE;théâtre de l'ambigu-comique;;;théâtre de l' Ambigu-Comique;1844_PARIS
EGLISE SAINT-AMBROISE;église saint-ambroise;;;église Saint-Ambroise;1844_PARIS
HOPITAL SAINT-ANTOINE;hôpital saint-antoine;;;hôpital Saint-Antoine;1844_PARIS
BARRIERE D'ARCUEIL;barrière d'arcueil;;;barrière d' Arcueil;1844_PARIS
BIBLIOTHEQUE DE L'ARSENAL;bibliothèque de l'arsenal;;;bibliothèque de l' Arsenal;1844_PARIS
ECOLE DES BEAUX-ARTS;école des beaux-arts;;;école des Beaux-Arts;1844_PARIS
CONSERVATOIRE DES ARTS-ET-METIERS;conservatoire des arts-et-métiers;;;conservatoire des Arts-et-Métiers;1844_PARIS
EGLISE DE L'ASSOMPTION;église de l'assomption;;;église de l' Assomption;1844_PARIS
BARRIERE D'AUNAY;barrière d'aunay;;;barrière d' Aunay;1844_PARIS
GRANDE RUE D'AUSTERLITZ;grande rue d'austerlitz;;;grande rue d' Austerlitz;1844_PARIS
PETITE RUE D'AUSTERLITZ;petite rue d'austerlitz;;;petite rue d' Austerlitz;1844_PARIS
CASERNE DE L'AVE-MARIA;caserne de l'ave-maria;;;caserne de l' Ave-Maria;1844_PARIS
INSTITUTION DES JEUNES AVEUGLES;institution des jeunes aveugles;;;institution des Jeunes Aveugles;1844_PARIS
PETITE RUE DU BAC;petite rue du bac;;;petite rue du Bac;1844_PARIS
BARRIERE DES BASSINS;barrière des bassins;;;barrière des Bassins;1844_PARIS
HOPITAL BEAUJON;hôpital beaujon;;;hôpital Beaujon;1844_PARIS
BOULEVART DE BEAUMARCHAIS;boulevart de beaumarchais;;;boulevart de Beaumarchais;1844_PARIS
THEATRE DE BEAUMARCHAIS;théâtre de beaumarchais;;;théâtre de Beaumarchais;1844_PARIS
MARCHE BEAUVEAU;marché beauveau;;;marché Beauveau;1844_PARIS
BARRIERE DE BELLEVILLE;barrière de belleville;;;barrière de Belleville;1844_PARIS
BARRIERE DE BERCY;barrière de bercy;;;barrière de Bercy;1844_PARIS
TEMPLE DES BILLETTES;temple des billettes;;;temple des Billettes;1844_PARIS
BARRIERE BLANCHE;barrière blanche;;;barrière Blanche;1844_PARIS
HALLE AU BLE;halle au blé;;;halle au Blé;1844_PARIS
EGLISE DE L'ABBAYE-AUX-BOIS;église de l'abbaye-aux-bois;;;église de l' Abbaye-aux-Bois;1844_PARIS
COLLEGE ROYAL DE BOURBON;collége royal de bourbon;;;collége royal de Bourbon;1844_PARIS
BOULEVART BOURDON;boulevart bourdon;;;boulevart Bourdon;1844_PARIS
BARRIERE DE LA BUTTE-CHAUMONT;barrière de la butte-chaumont;;;barrière de la Butte-Chaumont;1844_PARIS
BOULEVART DES FILLES DU CALVAIRE;boulevart des filles du calvaire;;;boulevart des Filles du Calvaire;1844_PARIS
BOULEVART DES CAPUCINES;boulevart des capucines;;;boulevart des Capucines;1844_PARIS
MARCHE DES CARMES;marché des carmes;;;marché des Carmes;1844_PARIS
LES CATACOMBES;les catacombes;;;les Catacombes;1844_PARIS
MARCHE SAINTE-CATHERINE;marché sainte-catherine;;;marché Sainte-Catherine;1844_PARIS
CASERNE DES CELESTINS;caserne des célestins;;;caserne des Célestins;1844_PARIS
LE CHAMP-DE-MARS;le champ-de-mars;;;le Champ-de-Mars;1844_PARIS
LES CHAMPS-ELYSEES;les champs-élysées;;;les Champs-Élysées;1844_PARIS
BARRIERE DE CHARENTON;barrière de charenton;;;barrière de Charenton;1844_PARIS
HOPITAL DE LA CHARITE;hôpital de la charité;;;hôpital de la Charité;1844_PARIS
COLLEGE ROYAL CHARLEMAGNE;collége royal charlemagne;;;collége royal Charlemagne;1844_PARIS
MARCHE AUX CHEVAUX;marché aux chevaux;;;marché aux Chevaux;1844_PARIS
PETITE-RUE CHEVERT;petite-rue chevert;;;petite-rue Chevert;1844_PARIS
BARRIERE DE LA CHOPINETTE;barrière de la chopinette;;;barrière de la Chopinette;1844_PARIS
BARRIERE DE CLICHY;barrière de clichy;;;barrière de Clichy;1844_PARIS
HOSPICE COCHIN;hospice cochin;;;hospice Cochin;1844_PARIS
CASERNE DE LA RUE DU VIEUX-COLOMBIER;caserne de la rue du vieux-colombier;;;caserne de la rue du Vieux-Colombier;1844_PARIS
BARRIERE DU COMBAT;barrière du combat;;;barrière du Combat;1844_PARIS
MINISTERE DU COMMERCE;ministère du commerce;;;ministère du Commerce;1844_PARIS
THEATRE DE M. COMTE;théâtre de m. comte;;;théâtre de M. Comte;1844_PARIS
DEPOT DES CONDAMNES;dépôt des condamnés;;;dépôt des Condamnés;1844_PARIS
PALAIS DU CONSEIL D'ETAT ET DE LA COUR DES COMPTES;palais du conseil d'état et de la cour des comptes;;;palais du Conseil d'État et de la Cour des Comptes;1844_PARIS
PETITE RUE DE LA CORDERIE;petite rue de la corderie;;;petite rue de la Corderie;1844_PARIS
BARRIERE DE COURCELLES;barrière de courcelles;;;barrière de Courcelles;1844_PARIS
BARRIERE DES TROIS-COURONNES;barrière des trois-couronnes;;;barrière des Trois-Couronnes;1844_PARIS
BARRIERE CROULEBARBE;barrière croulebarbe;;;barrière Croulebarbe;1844_PARIS
HALLE AUX CUIRS;halle aux cuirs;;;halle aux Cuirs;1844_PARIS
BARRIERE DE LA CUNETTE;barrière de la cunette;;;barrière de la Cunette;1844_PARIS
MARCHE DAGUESSEAU;marché daguesseau;;;marché Daguesseau;1844_PARIS
THEATRE DES DELASSEMENTS-COMIQUES;théâtre des délassements-comiques;;;théâtre des Délassements-Comiques;1844_PARIS
BARRIERE SAINT-DENIS;barrière saint-denis;;;barrière Saint-Denis;1844_PARIS
BOULEVART SAINT-DENIS;boulevart saint-denis;;;boulevart Saint-Denis;1844_PARIS
EGLISE SAINT-DENIS-DU-SAINT-SACREMENT;église saint-denis-du-saint-sacrement;;;église Saint-Denis-du-Saint-Sacrement;1844_PARIS
PALAIS DES DEPUTES;palais des députés;;;palais des Députés;1844_PARIS
PENITENCIER DES JEUNES DETENUS;pénitencier des jeunes détenus;;;pénitencier des Jeunes Détenus;1844_PARIS
HALLE AUX DRAPS ET TOILES;halle aux draps et toiles;;;halle aux Draps et Toiles;1844_PARIS
ECOLE DE DROIT;école de droit;;;école de Droit;1844_PARIS
EGLISE SAINTE-ELISABETH;église sainte-élisabeth;;;église Sainte-Élisabeth;1844_PARIS
PALAIS DE L'ELYSEE;palais de l'élysée;;;palais de l'Élysée;1844_PARIS
HOPITAL DES ENFANTS-MALADES;hôpital des enfants-malades;;;hôpital des Enfants-malades;1844_PARIS
MARCHE DES ENFANTS-ROUGES;marché des enfants-rouges;;;marché des Enfants-Rouges;1844_PARIS
HOSPICE DES ENFANTS-TROUVES;hospice des enfants-trouvés;;;hospice des Enfants-Trouvés;1844_PARIS
BARRIERE D'ENFER;barrière d'enfer;;;barrière d' Enfer;1844_PARIS
BOULEVART D'ENFER;boulevart d'enfer;;;boulevart d' Enfer;1844_PARIS
EGLISE SAINT-ETIENNE-DU-MONT;église saint-étienne-du-mont;;;église Saint-Étienne-du-Mont;1844_PARIS
BARRIERE DE L'ETOILE;barrière de l'étoile;;;barrière de l'Étoile;1844_PARIS
EGLISE PAROISSIALE DE SAINT-EUSTACHE;église paroissiale de saint-eustache;;;église paroissiale de Saint-Eustache;1844_PARIS
MINISTERE DES FINANCES;ministère des finances;;;ministère des Finances;1844_PARIS
MARCHE-AUX-FLEURS EN LA CITE;marché-aux-fleurs en la cité;;;Marché-aux-Fleurs en la Cité;1844_PARIS
MARCHE-AUX-FLEURS SAINT-MARTIN;marché-aux-fleurs saint-martin;;;Marché-aux-Fleurs Saint-Martin;1844_PARIS
CASERNE DE LA RUE DU FOIN-SAINT-JACQUES;caserne de la rue du foin-saint-jacques;;;caserne de la rue du Foin-Saint-Jacques;1844_PARIS
THEATRE DES FOLIES-DRAMATIQUES;théâtre des folies-dramatiques;;;théâtre des Folies-Dramatiques;1844_PARIS
